Country,Theme,ProjectTitle,ProjectUrl,ProjectDescription
China,environment_and_energy,Strengthening the Management Effectiveness of the  Protected Area Landscape in Altai Mountains and Wetlands,/content/china/en/home/operations/projects/environment_and_energy/strengthening-the-management-effectiveness-of-the--protected-are.html,"Through achieving these outcomes, this project will contribute to the establishment and effective management of a representative PA system which can fulfill its role of safeguarding globally significant biodiversity."
China,environment_and_energy,CBPF-MSL: Strengthening the Management Effectiveness of the Protected Areas (PA) Network in Daxing’anling Landscape,/content/china/en/home/operations/projects/environment_and_energy/cbpf-msl--strengthening-the-management-effectiveness-of-the-prot.html,"The project will mainstream biodiversity and the PA system into provincial socio-economic development priorities to avoid future conflicts and ensure long-term financial sustainability. It will also support effective planning, resourcing and management of an enhanced PA System."
China,environment_and_energy,CBPF-MSL: Strengthening the Management Effectiveness of the Sub-System of Wetland Protected Areas (PA) for Conservation of Globally Significant Biodiversity,/content/china/en/home/operations/projects/environment_and_energy/cbpf-msl--strengthening-the-management-effectiveness-of-the-sub-.html,This project will strengthen the sub-system of wetland protected areas in response to existing and accelerating threats to their globally significant biodiversity by delivering three key outcomes.
China,environment_and_energy,CBPF-MSL Strengthening Management Effectiveness of Wetland  Protected Area (PA) System in Hainan for Conservation of Globally Significant Biodiversity,/content/china/en/home/operations/projects/environment_and_energy/strengthening-management-effectiveness-of-wetland--protected-are.html,"Hainan Island has the largest tropical rain forest area, mature mangrove and coral reef resources in China, and is one of the country’s most valuable areas for biodiversity conservation. However, the ecosystems of Hainan Island are facing threats from deforestation, coastal development and intense utilization of wetland resources. "
China,environment_and_energy,CBPF-MSL Strengthening the Effectiveness of the Wetland Protected Area (PA) System in Hubei Province,/content/china/en/home/operations/projects/environment_and_energy/strengthening-the-effectiveness-of-the-wetland-protected-area--p.html,"The project will help clarify the institutional responsibilities on the provincial, basin and protected area level, and improve the protected area management schemes.  Through this project, the wetland protected areas will gain the necessary experience to tackle threats towards wetland ecosystem, effectively engaging multiple agencies in response to the threats. "
China,environment_and_energy,"Strengthening the effectiveness of the protected area system in Qinghai Province, China to conserve globally important biodiversity",/content/china/en/home/operations/projects/environment_and_energy/strengthening-the-effectiveness-of-the-protected-area-system-in-.html,"From extensive alpine grasslands and wetlands to forests and deserts, Qinghai is home to a wide variety of globally significant but fragile ecosystems. However, the constituent flora and fauna of the province’s ecosystems are under increasing threat from a number of factors."
China,environment_and_energy,Mainstreaming Risk Management into Sustainable Human Development  (Umbrella Programme),/content/china/en/home/operations/projects/environment_and_energy/mainstreaming-risk-management-into-sustainable-human-development.html,"In China, conservative estimates put the number of people living in ecologically fragile regions and who are particularly vulnerable from natural disasters at around 9.5 million. Reaching out to these people is crucial in reducing the devastation caused by disasters."
China,environment_and_energy,Strengthening Globally Important Biodiversity Conservation through Protected Area Strengthening in Gansu Province,/content/china/en/home/operations/projects/environment_and_energy/strengthening-globally-important-biodiversity-conservation-throu.html,"The project’s intervention works towards two key outcomes in order to overcome the barriers identified the creation of a strengthened provincial policy framework and improved institutional capacity for sustainable management and financing of Gansu’s PA system, as well as demonstrating sustainable PA management and financing in Taohe Basin."
China,environment_and_energy,Protect the Environmental Rights and Justice of the Public,/content/china/en/home/operations/projects/environment_and_energy/protect-the-environmental-rights-and-justice-of-the-public.html,"As environmental consciousness increases, Chinese people are beginning to turn to the law to claim their rights, with UNDP's assistance."
China,environment_and_energy,Promoting Technology Entrepreneurship for Sustainable Rural Development in China and Other Developing Countries,/content/china/en/home/operations/projects/environment_and_energy/promoting-technology-entrepreneurship-for-sustainable-rural-deve.html,"The Chinese Agriculture Technical Task Force (TTF) initiative is a Government of China programme supported by UNDP, representing a new model of agriculture extension services."
China,environment_and_energy,Market Transformation of Energy Efficient Bricks and Rural Buildings Project,/content/china/en/home/operations/projects/environment_and_energy/market-transformation-of-energy-efficient-bricks-and-rural-build.html,"60 per cent of China’s buildings are in rural areas, made from clay bricks which have poor insulating qualities and require more energy to produce. This project aims to facilitate the transformation of local markets to more energy-efficient alternatives."
China,environment_and_energy,Establishment of National Registry System for Domestic Emissions Trading Scheme & Voluntary Carbon Emission Reduction (ETS) ,/content/china/en/home/operations/projects/environment_and_energy/establishment-of-national-registry-system-for-domestic-emissions.html,The Project is to contribute to the development of measures aimed at reducing the carbon intensity in the Chinese economy as set in China’s 12th Five-Year Plan. 
China,environment_and_energy,Ningxia Anti-desertification and Livelihood Improvement,/content/china/en/home/operations/projects/environment_and_energy/ningxia-anti-desertification-and-livelihood-improvement-.html,The project is aimed to assist the efforts of the Ningxia Hui Autonomous Regional Government to better manage the sand control initiatives and improve the livelihood of the selected dryland and desert affected regions of Ningxia.
China,environment_and_energy,Promoting Energy Efficient Room Air Conditioners (PEERAC),/content/china/en/home/operations/projects/environment_and_energy/promoting-energy-efficient-room-air-conditioners--peerac-.html,"In response to global energy issues, and in conjunction with the country’s aim to reduce GHG emissions to help mitigate climate change, China is trying to cut its energy consumption. The goal of the project is to contribute to this reduction of GHG emissions with a targeted intervention on the RAC industry in China’s residential and commercial sectors."
China,environment_and_energy,Conservation and sustainable use of biodiversity in headquarters of Huaihe river basin (HHRB) project ,/content/china/en/home/operations/projects/environment_and_energy/conservation-and-sustainable-use-of-biodiversity-in-headquarters.html,The project aims to reduce biodiversity loss in China as a contribution to sustainable development. It seeks to do so by demonstrating practical mechanisms to mainstream biodiversity in China’s Important Ecological Function Areas.
China,environment_and_energy,Demonstration Project of Strengthening Dairy Food Safety by Managing Risks and Improving Critical Technology in Reclamation Area of Heilongjiang,/content/china/en/home/operations/projects/environment_and_energy/demonstration-project-of-strengthening-dairy-food-safety-by-mana.html,
China,environment_and_energy,SECTOR PLAN FOR PHASE-OUT OF HCFCS IN THE ICR SECTOR IN CHINA STAGE-I (FOR 2013 AND 2015 COMPLIANCE),/content/china/en/home/operations/projects/environment_and_energy/sector-plan-for-phase-out-of-hcfcs-in-the-icr-sector-in-china-st.html,"As a signatory to the Montreal Protocol, China is obliged to meet emissions reduction targets for Ozone Depleting Substances for several intervals, and is making efforts to meet these goals with UNDP's assistance."
China,environment_and_energy,Provincial Greenhouse Gas Emissions Inventory Capacity Building and  Greenhouse Gas (GHG) Emissions Accounting Methodology for  Enterprises of Key Industries ,/content/china/en/home/operations/projects/environment_and_energy/provincial-greenhouse-gas-emissions-inventory-capacity-building-.html,"UNDP is assisting China to develop inventories of greenhouse gases, as an important tool for policy formulation and emissions reductions."
China,environment_and_energy,Umbrella Programme on Water Governance  ,/content/china/en/home/operations/projects/environment_and_energy/umbrella-programme-on-water-governance--.html,"In China, meeting demand for limited water resources and ensuring access to clean drinking water for rural areas has become an environmental challenge that it is in urgent need of attention."
China,environment_and_energy,Research on Modelling for Flood Forecasting in Alpine Areas in Western China and its Demonstration Project ,/content/china/en/home/operations/projects/environment_and_energy/research-on-modelling-for-flood-forecasting-in-alpine-areas-in-w.html,"This project works to enhance local capacities to forecast snowmelt floods, and thus reduce the risks posed by such floods and prevent human and economic losses."
China,environment_and_energy,Improvement of DDT-based Production of Dicofol and Introduction of Alternative Technologies Including IPM for Leaf Mites Control in China,/content/china/en/home/operations/projects/environment_and_energy/improvement-of-ddt-based-production-of-dicofol-and-introduction-.html,This project has been launched in order to fulfill China’s obligations under the Stockholm Convention and reduce the release of DDT during the production and use of Dicofol.
China,environment_and_energy,Priority Institutional Strengthening and Capacity Development to Implement the China Biodiversity Partnership and Framework for Action ,/content/china/en/home/operations/projects/environment_and_energy/priority-institutional-strengthening-and-capacity-development-to.html,"China has a remarkably diverse biosphere, one of 12 “mega-biodiversities’ worldwide. However, rapid development has brought new threats to this biodiversity and species are in danger of extinction, depriving China of genetic resources."
China,environment_and_energy,Reduction and Elimination of Persistent Organic Pollutants (POPs) in China,/content/china/en/home/operations/projects/environment_and_energy/reduction-and-elimination-of-persistent-organic-pollutants--pops.html,Persistent Organic Pollutants (POPs) can circulate globally and negatively impact the environment they are found in. This project aims to eliminate the use of 250 MT/year of DDT as an additive to anti-foul paint by converting to non-toxic and environmentally-friendly alternatives.
China,environment_and_energy,Barrier Removal to the Cost-Effective Development and Implementation of Energy Efficiency (BRESL),/content/china/en/home/operations/projects/environment_and_energy/barrier-removal-to-the-cost-effective-development-and-implementa.html,"As part of a scheme rolled out across Asia, this project seeks to remove existing barriers to improvement in China’s electricity supply and usage."
China,environment_and_energy,UNDP/GEF Conservation and Sustainable Utilization of Wild Relatives of Crops in China,/content/china/en/home/operations/projects/environment_and_energy/undp-gef-conservation-and-sustainable-utilization-of-wild-relati.html,"The diversity of wild relatives of crop species (WRCs) in China with high international significance is increasingly threatened by land conversion, improper agricultural practices, intensification of land use, pollution, the spread of invasive species and the impact of genetically modified crops. If these causes remain unaddressed, a valuable genetic resource could be lost forever."
China,environment_and_energy,Phasing-out of Incandescent Lamps and Energy Saving Lamps Promotion in China,/content/china/en/home/operations/projects/environment_and_energy/phasing-out-of-incandescent-lamps-and-energy-saving-lamps-promot.html,This project aims to better-advocate for and increase the utilisation of ESLs in China. Its approach involves working to transform the local lighting product market and phase-out IL production and sales 
Croatia,poverty_reduction,Platform for Roma Inclusion in Medjimurje - Phase II,/content/croatia/en/home/operations/projects/poverty_reduction/platform-for-roma-inclusion-in-medjimurje---phase-ii.html,"Based on the results and momentum created in Međimurje County during first phase of the Project - as well as given the interest from stakeholders to continue support, this new Project phase will continue to address the processes of longstanding exclusion of Roma from participation in local development planning and governance; use of funding opportunities for needs identified by the community and employment in Medjimurje County, Croatia."
Croatia,poverty_reduction,Platform for Roma Inclusion in Medjimurje ,/content/croatia/en/home/operations/projects/poverty_reduction/roma.html,"Roma continue to be one of the most disadvantaged groups in Croatia. UNDP's survey points to a widening gap in poverty, education and employment between Roma and non-Roma."
Croatia,poverty_reduction,Strengthening Social Inclusion Policies,/content/croatia/en/home/operations/projects/poverty_reduction/social_inclusion_policies.html,The project provides support to the Ministry of Health and Social Welfare in assessing social exclusion in Croatia and design practical policies and strategies for inclusion of its most vulnerable populations.
Croatia,poverty_reduction,Addressing the needs of wartime victims of sexual violence in Croatia,/content/croatia/en/home/operations/projects/poverty_reduction/wartime_victims_sexual_violence.html,During the Homeland War in Croatia in 1991-95 many women (and some men) were victims of sexual violence perpetrated by enemy forces as an act of war.
Croatia,poverty_reduction,Support to UN Theme Group on HIV/AIDS,/content/croatia/en/home/operations/projects/poverty_reduction/support_unthemegroup_HIV.html,Since 2001 the UNAIDS co-sponsors active in Croatia joined in the UN Theme Group on HIV/AIDS as the main instrument of UN coordination on HIV/AIDS in Croatia. 
Croatia,poverty_reduction,Program Acceleration Funds 3 (PAF3),/content/croatia/en/home/operations/projects/poverty_reduction/paf3.html,The project  provides a platform for informed discussions and debate on actual cases of discrimination and mobilizes policy and legislation changes.
Croatia,poverty_reduction,Knowledge Hub for Capacity Development in HIV Surveillance,/content/croatia/en/home/operations/projects/poverty_reduction/knowledge_hub.html,The WHO Collaborating Centre / Knowledge Hub for HIV Surveillance is a unique centre which brings together an interdisciplinary group of scientists and policy makers across the University of Zagreb and institutions of excellence in HIV surveillance from all over the world.
Croatia,democratic_governance,ARCH–Vukovar: Heritage as a means of development ,/content/croatia/en/home/operations/projects/democratic_governance/arch_vukovar--heritage-as-a-means-of-development-.html,"The best-known architectural monument in central Vukovar, Radnički dom (Worker's Hall), which was demolished during the 1990s war, is to regain its former splendor under a €1.64 million project funded by the European Union (EU) and the Vukovar Reconstruction and Development Fund. "
Croatia,democratic_governance,Support to underdeveloped areas of Croatia to prepare for the EU CAP and Rural Development Policy ,/content/croatia/en/home/operations/projects/democratic_governance/EU_CAP.html,"Agriculture still plays a key role in Croatian economy due to its overall value and its impact on food security, vulnerable populations and the employment it generates. Up to 92% of Croatia is classified as rural with 48% of the Croatian population living there."
Croatia,democratic_governance,Socio-economic recovery of Areas of Special State Concern/Banovina Kordun region,/content/croatia/en/home/operations/projects/democratic_governance/Banovina-Kordun.html,"Central Croatian regions of Banovina and Kordun regions are still struggling to recover after the 1991-1995 conflict. Despite its increased vicinity to the capital Zagreb thanks to recent and ongoing infrastructure works, the counties rank very low in terms of social services, health and education."
Croatia,environment_and_energy,PARCS Project,/content/croatia/en/home/operations/projects/environment_and_energy/Strengthening_the_National_Protected_Area_system.html,"The Full-Sized UNDP-GEF project Strengthening the Institutional and Financial Sustainability of the National Protected Area System – PARCS project seeks to conserve globally significant marine and terrestrial biological diversity in Croatia, through effective management of the protected area (PA) system. "
Croatia,environment_and_energy,BETTER-Bringing Europe and Third Countries Closer Together Through Renewable Energies,/content/croatia/en/home/operations/projects/environment_and_energy/Bringing_Europe_and_Third_Countries_Closer_Together_Through_Renewable_Energies.html,"In simple words, the BETTER project is about ""how to secure energy supply and how to best use renewable energy sources which are available not only in the EU-countries but in wider neighbourhood of Europe. And how much it would cost, which solution is cheaper and brings more benefits to all countries while securing energy available at all times."
Croatia,environment_and_energy,Removing Barriers to Energy Efficiency in Croatia (EE project),/content/croatia/en/home/operations/projects/environment_and_energy/RemovingBarriers.html,The project's goal is to implement systematic energy management in Croatia's public sector and to inform and educate the public as well as the residential sector on the efficient use of energy.
Croatia,environment_and_energy,Supporting Croatia's transition to low-emission development,/content/croatia/en/home/operations/projects/environment_and_energy/LED.html,"Low-Emission Development Strategy (LEDS) is a national, high-level, comprehensive, long-term strategy, developed by domestic stakeholders, which aims at decoupling economic growth and social development from greenhouse gas (GHG) emissions growth. In other words, LEDS supports sectors transformation through a national, economy-wide approach."
Croatia,environment_and_energy,CROSKILLS - Energy training for the building sector,/content/croatia/en/home/operations/projects/environment_and_energy/CROSKILLS.html,"The project aims to develop steps of action needed to upgrade the current knowledge and skills of workers in building and construction sector, to be able to adapt to new standards and requirements aligned with energy efficiency targets. "
Croatia,environment_and_energy,CLIMRUN - Climate Local Information in the Mediterranean Region Responding to User Needs,/content/croatia/en/home/operations/projects/environment_and_energy/CLIMRUN.html,"The Mediterranean area is a recognized climate change hot spot, i.e. a region particularly sensitive and vulnerable to global warming. It is due to scientific climate models which are predicting with more than 90% certainty that average temperatures in Mediterranean will raise 4 degrees Celsius, while the severe water stress will be at 30% (from 19% at present). We will be faced with heat waves and droughts much more often and with more severe consequences then now. To be able to cope with severances of changes i.e. to adopt, we need to know more and to understand about the climate change and how it will impact sectors important for our lives."
Croatia,environment_and_energy,National Biodiversity Planning,/content/croatia/en/home/operations/projects/environment_and_energy/Biodiversity.html,This project is part of the second generation of Biodiversity Enabling Activities (BD EA) under the GEF. It builds on the current status and achievements of Croatia with respect to biodiversity planning and reporting.
Croatia,environment_and_energy,Conservation and Sustainable Use of Biodiversity in the Dalmatian Coast (COAST),/content/croatia/en/home/operations/projects/environment_and_energy/COAST.html,"The Project was developed with support of UNDP,  the Ministry of Environmental and Nature Protection and other competent ministries, four Dalmatian counties, and local organizations, companies and individuals. The aim of the project was to promote and support sustainable development, protecting nature and preserving the natural and cultural heritage of rural Dalmatia."
Croatia,environment_and_energy,Renewable energy cooperatives project,/content/croatia/en/home/operations/projects/environment_and_energy/energy_cooperatives.html,"The main goal of RES-coop-Croatia project is to promote renewable energy sources through cooperatives, owned by local community. "
Croatia,environment_and_energy,Solar Sunflowers,/content/croatia/en/home/operations/projects/environment_and_energy/solar_sunflowers.html,"“Solar Sunflowers” is a project for education of primary school students on renewable energy sources. As part of this project, ten primary schools in Croatia have been equipped with solar panels that rotate towards the Sun during the day so that the modules are directed at the Sun at the optimal angle, which increases the efficiency of the system for 30 per cent, which means larger quantities of obtained electric energy."
Croatia,environment_and_energy,Rural electrification,/content/croatia/en/home/operations/projects/environment_and_energy/Ajderovac.html,"Families in the remote village of Ajderovac in Croatia's mountainous Lika region relied on diesel-powered generators for electricity and used candles for lighting. The area has great natural potential for raising livestock, but lack of electricity, particularly to refrigerate milk and cheese, has badly hampered its economic prospects. That was before UNDP installed a five kilowatt solar energy station at a family farm, with the possibility of extending the energy supply to the whole community of seven families - cut off from the energy grid during war in the 1990s."
Croatia,environment_and_energy,Via Dinarica Initiative,/content/croatia/en/home/operations/projects/environment_and_energy/via-dinarica-initiative.html,"The Dinaric Alps encompass the southern stretch of Alps from Slovenia through Croatia, Bosnia and Herzegovina, Montenegro, Serbia, Kosovo to Northern Albania. It is one of the least known and explored mountain ranges in Europe. A newly emerging Via Dinarica initiative  is inspired by the Via Alpina Trail that interlinked the countries and communities along the Alps with a developed system of various trails and nature based tourism products."
Croatia,environment_and_energy,CITIZENERGY,/content/croatia/en/home/operations/projects/environment_and_energy/CITIZENERGY.html,CITIZENERGY is a project that builds on know-how developed within the EU by different organizations and initiatives to implement citizen renewable energy projects – from cooperatives to investment intermediation – and provides them with a European dimension. 
Croatia,environment_and_energy, Bringing electricity to households in the remote and rural areas,/content/croatia/en/home/operations/projects/environment_and_energy/-bringing-electricity-to-households-in-the-remote-and-rural-area.html,"The overall objective of the project is to bring electricity to households in the remote and rural areas which currently don’t have access to it, by developing a systematic approach to the problem. "
Croatia,environment_and_energy, Energy efficiency advisors for low-income households,/content/croatia/en/home/operations/projects/environment_and_energy/-energy-efficiency-advisors-for-low-income-households.html,"The most recognized way to save energy bills for households in energy poverty is the application of tips and energy efficiency measures, carried out by young and long-term unemployed persons qualified as energy efficiency advisors. "
Croatia,environment_and_energy,Wise Power ,/content/croatia/en/home/operations/projects/environment_and_energy/wise-power-.html,"The project aims at accelerating and adding certainty to planning processes of renewable energy by decreasing local community opposition to such projects, the overhead lines connecting them and other necessary grid infrastructure upgrades. "
Croatia,environment_and_energy,Post-Carbon Cities of Tomorrow,/content/croatia/en/home/operations/projects/environment_and_energy/post-carbon-cities-of-tomorrow.html,"The project POst-CArbon CIties of Tomorrow facilitates the transition of EU cities to a forecasted sustainable or “post-carbon” economic model. The project focuses on towns, cities, megacities, metropolitan areas and urban clusters larger than 1 million people as well as small and medium-sized cities. "
Croatia,environment_and_energy,Promoting green public procurement (GPP) in support of the 2020 goals,/content/croatia/en/home/operations/projects/environment_and_energy/promoting-green-public-procurement--gpp--in-support-of-the-2020-.html,"The overall objective of GPP 2020 is to significantly increase the implementation of GPP within the target countries both in the short and long term, through a series of capacity building and major tendering actions.\n"
Croatia,environment_and_energy,Procurement in Municipalities focusing on Energy Efficient Solutions (PRIMES),/content/croatia/en/home/operations/projects/environment_and_energy/procurement-in-municipalities-focusing-on-energy-efficient-solut.html,The purpose of the project is to develop basic skills and provide hands-on support for public purchasing organisations to overcome barriers and implement Green Public Purchasing (GPP). Many lack capacity and knowledge; particularly small and medium sized municipalities. 
Democratic People's Republic of Korea,environment_and_energy,Sustainable Rural Energy Development Programme,/content/dprk/en/home/operations/projects/environment_and_energy/sustainable-rural-energy-development-programme.html,"The project is designed to help DPR Korea in the successful implementation of the national Rural Energy Programme, along sustainable development principles and practices."
Democratic People's Republic of Korea,environment_and_energy,Small Wind Energy Development and Promotion in Rural Areas,/content/dprk/en/home/operations/projects/environment_and_energy/small-wind-energy-development-and-promotion-in-rural-areas.html,"The objective of the SWEDPRA project is primarily to contribute to the reduction of overall carbon emissions, such as emissions from electricity generation from coal."
Egypt,poverty_reduction,Employment Creation in Innovative Public Works Programmes,/content/egypt/en/home/operations/projects/poverty_reduction/employment-creation-in-innovative-public-works-programmes.html,The program aims to respond to the urgent need to create short term employment and to build capacities and skills of Egyptian unemployed youth especially in rural area in response to the current economic crisis.
Egypt,poverty_reduction,National Global Compact and Corporate Social Responsibility (CSR) Center,/content/egypt/en/home/operations/projects/poverty_reduction/project_sample.html,The purpose of this project is to promote the practice and awareness on corporate social responsibility and the Global Compact (GC). The project was designed to: a) Support the establishment and set up of the national center; b) Develop the capacity of the staff at the center on CSR and GC; c) Support the center in availing services for the private sector. 
Egypt,poverty_reduction,Egypt Network for Integrated Development (ENID),/content/egypt/en/home/operations/projects/poverty_reduction/ENID.html,The project aims to develop and design effective strategies that address obstacles to vital social and economic development challenges. Its aim is to create a viable process for the identification of problem areas and for the dissemination of solutions to selected national problems in an integrated process.
Egypt,poverty_reduction,"The Social Contract Advisory, Monitoring and Coordination Centre",/content/egypt/en/home/operations/projects/poverty_reduction/SocialContractCentre.html,"The purpose of this project is to establish a Social Contract Advisory, Monitoring and Coordination Center within the Information and Decision Support Center (IDSC) at the Prime Minister’s Office."
Egypt,poverty_reduction,Supporting the Activities of Technology Innovation and Entrepreneurship Center (TIEC),/content/egypt/en/home/operations/projects/poverty_reduction/supporting-the-activities-of-technology-innovation-and-entrepren.html,"In partnership with the Ministry of Communications and Information Technology, this five-year project aims to support the Technology Innovation and Entrepreneurship Center, in achieving its mission to create an environment that nurtures talented ICT entrepreneurs with bright ideas, while enhancing Egypt’s reputation as a global competitor in high value-added innovation."
Egypt,poverty_reduction,Using ICT for Comprehensive Community Development,/content/egypt/en/home/operations/projects/poverty_reduction/ICT4CCD.html,This Egypt ICT Trust Fund project entitled “ICT for Comprehensive Community Development (ICT4CCD)” aims to strengthen the impacts of the comprehensive development on citizens’ lives using ICTs.
Egypt,poverty_reduction,Supporting Information Technology Institute (ITI) Activities – Phase II,/content/egypt/en/home/operations/projects/poverty_reduction/supporting-information-technology-institute--iti--activities--ph.html,"The project supports the implementing partner activities, ITI, in providing the Egyptian Public and Private labor market with a pool of highly qualified IT professionals and entrepreneurs."
Egypt,poverty_reduction,Social Fund for Development – Phase IV,/content/egypt/en/home/operations/projects/poverty_reduction/SFD.html,"This phase will allow for further strengthening of SFD’s capacity to become an effective agent for inclusive development in Egypt, and in turn, enhancing SFD’s position to become amongst the first tier of national development agencies operating in middle-income countries."
Egypt,poverty_reduction,Support to Pension Fund and Fiscal Policy Reform,/content/egypt/en/home/operations/projects/poverty_reduction/support-to-pension-fund-and-fiscal-policy-reform.html,"The cooperation between the Ministry of Finance (MOF) and UNDP takes a new direction with this project, which is supporting MOF as an economic actor in Egypt’s development.  MOF’s traditional role of being the government’s financial arm and controller of income and expenditure was extended to being the source of macro-fiscal policy advice to the government during the last cooperation phase with UNDP."
Egypt,poverty_reduction,Masr Works Youth Centers,/content/egypt/en/home/operations/projects/poverty_reduction/Masr-Works.html,"This project aims to empower Egyptian youth and help them realize their opportunities through capacity building, job placement and entrepreneurship. "
Egypt,democratic_governance,Participatory Strategic Urban Planning for Alexandria City till 2032,/content/egypt/en/home/operations/projects/democratic_governance/project_sample.html,"The project is expected to develop a Strategic Urban Plan (SUP) for Alexandria City to provide the road map that will guide development in the city till year 2032, reflecting the Governorate’s vision and goals."
Egypt,democratic_governance,Abandonment of Female Genital Mutilation and Empowerment of Families,/content/egypt/en/home/operations/projects/democratic_governance/AbandoningFGM.html,The Joint Programme builds on the various successes of the first phase “FGM-Free Village Model” and works in an integrated fashion bringing all of the relevant UN Agencies and relevant government counterparts to work together towards a national strategy to combat FGM coupled with a strong family empowerment package to empower families socially and economically.
Egypt,democratic_governance,Strategic Development Plan for Greater Cairo Region 2050,/content/egypt/en/home/operations/projects/democratic_governance/StrategicPlanforGreaterCairo2050.html,"Given the importance of the region as the urban, political, social and economic capital of Egypt and one of the largest urban agglomerations in the world, the project's main objective is to develop a vision for Cairo till 2050 using a participatory approach."
Egypt,democratic_governance,Strategic Development Plan of Southern Egypt (New Valley),/content/egypt/en/home/operations/projects/democratic_governance/StrategicPlanSouthernEgyptNewValley.html,"The project focuses on strengthening local administrations and building capacities in planning for sustainable human settlements, especially in strategic planning and community-based planning."
Egypt,democratic_governance,"Participatory National, Regional and Governorate Strategic Planning for Balanced Spatial Development (SPAD)",/content/egypt/en/home/operations/projects/democratic_governance/ParticipatoryStrategicPlanningBalancedSpatialDevelopment.html,"The project aims to improve the institutional capacity at the sub-national level in strategic planning, implementation and monitoring and evaluation. The project is expected to produce a national spatial development plan to guide the physical development of Egypt till the year 2050."
Egypt,democratic_governance,Strengthening Result Management Capacities to Support National Development,/content/egypt/en/home/operations/projects/democratic_governance/ResultManagementForNationalDevelopment.html,The objective of the project is to strengthen the capacity for Result Based Management (RBM) in Egypt to increase the effectiveness of national development efforts.
Egypt,democratic_governance,Technical Support to the Ministry of Local Development in Support to the Local Development,/content/egypt/en/home/operations/projects/democratic_governance/TechnicalSupportMinistryofLocalDevelopment.html,"UNDP, in partnership with the United Nations Capital development Fund (UNCDF), provides technical support to enable the Ministry of Local Development (MoLD) and its Local Administration Reform Unit (LARU) perform its core functions and operate as the central entity to guide the decentralization reform and the development of a “National Decentralization Strategy”."
Egypt,democratic_governance,Employment Creation in Innovative Public Works Programmes,/content/egypt/en/home/operations/projects/democratic_governance/EmploymentCreationPublicWorks.html,The program aims to respond to the urgent need to create short term employment and to build capacities and skills of Egyptian unemployed youth especially in rural area in response to the current economic crisis.
Egypt,democratic_governance,Cairo Regional Center for Training on Conflict Resolution & Peacekeeping in Africa,/content/egypt/en/home/operations/projects/democratic_governance/CCCPA.html,"This project aims to support the Cairo Regional Center for Training on Conflict Resolution & Peacekeeping in Africa (CCCPA) by strengthening its institutional capacity so that it continues to be a regional and international centre of excellence in peacekeeping, peace-building and conflict resolution."
Egypt,democratic_governance,Strengthening of the Democratic Process in Egypt,/content/egypt/en/home/operations/projects/democratic_governance/Strengtheningdemproc.html,"Elections give people a voice in the democratic process. In Egypt, the electoral process is an essential step in the transition period to consolidate the path to democracy. The purpose of this project is to support national efforts to enhance the credibility and sustainability of electoral institutions and processes, with a particular emphasis on capacity development and women’s empowerment."
Egypt,democratic_governance,Integrating Human Rights in Higher Education,/content/egypt/en/home/operations/projects/democratic_governance/IntegratingHumanRightsinHigherEducation.html,"As the country makes the transition to democracy, there is an urgent need for civic education and for building a culture of human rights as well as democratic values and practices. Strengthening the capacity of the higher education system for human rights education is critical to promote the culture and principles of human rights for a large target group of the Egyptians namely the youth students in the higher education system. "
Egypt,democratic_governance,Support to Legal Aid and Dispute Settlement in Family Courts  ,/content/egypt/en/home/operations/projects/democratic_governance/LegalAid.html,The Ministry attaches high priority to the development of the judicial as well as the administrative capacity of courts which is to be achieved through continuous training and exposure to international best practices and comparative experiences.
Egypt,democratic_governance,Strengthening Transparency and Integrity in the Civil Service ,/content/egypt/en/home/operations/projects/democratic_governance/TransparencyandIntegrity.html,"Following the first phase, an evaluation report was developed to assess if the planned activity results were achieved. Phase II of the project was designed according to the transitional period following the 25 January revolution. In this interim period defined by uncertainty as to what government set-up there will eventually be, the project focuses on three types of activities."
Egypt,democratic_governance,Support to the National Coordinating Committee for Combatting Corruption,/content/egypt/en/home/operations/projects/democratic_governance/NCCCC.html,The National Coordinating Committee to Combat Corruption (NCCCC) was established in 2010 by Prime Ministerial Decree to coordinate between different government entities to respond to Egypt’s commitment to the UNCAC and to develop the National Strategy for Anti-Corruption.  
Egypt,democratic_governance,Support to the National Council for Human Rights (INSAN) Phase II,/content/egypt/en/home/operations/projects/democratic_governance/support-to-the-national-council-for-human-rights--insan--phase-i.html,INSAN II is the new phase of collaboration between NCHR and UNDP to strengthen the capacity of the Council to provide recommendations to further the protection and promotion of human rights and to ensure and monitor the implementation of the Human Rights Conventions and Covenants signed by Egypt
Egypt,crisis_prevention_and_recovery,Support to the North West Coast Development and Mine Action PlanMine Action,/content/egypt/en/home/operations/projects/crisis_prevention_and_recovery/project_sample.html,"In partnership with the Ministry of Planning and International Cooperation and the Ministry of Defense, to support the development of the North West Coast and Inland Desert through a) the establishment of the Executive Secretariat for Mine Clearance and the Development of the North West Coast (NWC)(Exec Sec) b) the development of a communication strategy and resource mobilization strategy; c) the conduct of de-mining activities based on clearly identified humanitarian and development needs; and d) the conduct of mine risk education and victim assistance activities."
Egypt,environment_and_energy,Adaptation to Climate Change in the Nile Delta,/content/egypt/en/home/operations/projects/environment_and_energy/project_sample.html,"In partnership with the Coastal Research Institute of the Ministry of Water Resources and Irrigation, the project aims to integrate the management of Sea Level Rise risks into the development of Egypt’s Low Elevation Coastal Zone in the Nile Delta. "
